1,FK,KD_JENIS_TRANSAKSI,FG_PENGGANTI,NOMOR_FAKTUR,MASA_PAJAK,TAHUN_PAJAK,TANGGAL_FAKTUR,NPWP,NAMA,ALAMAT_LENGKAP,JUMLAH_DPP,JUMLAH_PPN,JUMLAH_PPNBM,ID_KETERANGAN_TAMBAHAN,FG_UANG_MUKA,UANG_MUKA_DPP,UANG_MUKA_PPN,UANG_MUKA_PPNBM,REFERENSI
410092015240302638100922403024943996,OF,8997002059889,NARABIS COOK&CRM,33000,1,33000,0,33000,3300,0,0,,,,,,,,
410092015240302638100922403024943997,OF,9556852710846,E.D.C CHOCO 350,45818,1,45818,0,45818,4582,0,0,,,,,,,,
410092015240302638100922403024943998,OF,9555540019117,ALFR HAZELNUT 270G,66545,1,66545,0,66545,6655,0,0,,,,,,,,
410092015240302638100922403024943999,OF,9555401203273,APOLLO RKA WRF 50S,51273,1,51273,0,51273,5127,0,0,,,,,,,,
410092015240302638100922403024944000,OF,8996001440223,ENERGEN VANILLA20s,45909,1,45909,0,45909,4591,0,0,,,,,,,,
410092015240302638100922403024944001,OF,8992753004034,FF SKM CHCO PCH545,20455,1,20455,3755,16700,1670,0,0,,,,,,,,
410092015240302638100922403024944002,OF,8992753004010,FF S PLAIN PCH545,20455,1,20455,3755,16700,1670,0,0,,,,,,,,
410092015240302638100922403024944003,OF,8999999550813,LIPTON IT PEACH510,49909,1,49909,0,49909,4991,0,0,,,,,,,,
410092015240302638100922403024944004,OF,8991002102200,EXCELSO KLSI TR10S,46909,1,46909,0,46909,4691,0,0,,,,,,,,
410092015240302638100922403024944005,OF,8991002102163,EXCELSO RB GLD10S,21455,1,21455,0,21455,2146,0,0,,,,,,,,
410092015240302638100922403024944006,OF,8999999524739,SARWNGI TEHMLTI100,31364,1,31364,0,31364,3136,0,0,,,,,,,,
410092015240302638100922403024944007,OF,8992786300097,PONDAN CHOCO 200G,30182,1,30182,0,30182,3018,0,0,,,,,,,,
410092015240302638100922403024944008,OF,8992786300103,PONDAN PUD STW 200,26636,1,26636,0,26636,2664,0,0,,,,,,,,
410092015240302638100922403024944009,OF,2174280000000,DP KURMA AJWA DATE,136364,1,136364,0,136364,13636,0,0,,,,,,,,
410092015240302638100922403024944010,OF,8996006856180,SOSRO TEH BOTOL KO,9545,1,9545,909,8636,864,0,0,,,,,,,,
410092015240302638100922403024944011,OF,9556378717329,BK HOTSPY PT STK70,24364,1,24364,0,24364,2436,0,0,,,,,,,,
410092015240302638100922403024944012,OF,9556378717343,BIKA MIX HUNGRY CH,24364,1,24364,0,24364,2436,0,0,,,,,,,,
410092015240302638100922403024944013,OF,8886467100031,PRINGLES CH107/102,25636,1,25636,0,25636,2564,0,0,,,,,,,,
410092015240302638100922403024944014,OF,8886467122842,PRINGLES SPCYBBQ97,27364,1,27364,0,27364,2736,0,0,,,,,,,,
410092015240302638100922403024944015,OF,7898024394181,NUTELLAA SPREAD350,76273,1,76273,0,76273,7627,0,0,,,,,,,,
410092015240302638100922403024944016,OF,8995125900019,KURNIA RASPBERRY,24455,1,24455,0,24455,2446,0,0,,,,,,,,
410092015240302638100922403024944017,OF,8997009781400,HYDROCOCO1LT,24364,1,24364,0,24364,2436,0,0,,,,,,,,
410092015240302638100922403024944018,OF,8996001355985,BENG BENG SHARE285,31909,1,31909,3818,28091,2809,0,0,,,,,,,,
410092015240302638100922403024944019,OF,9555540002133,ALF FINE DW.CO110G,51909,1,51909,0,51909,5191,0,0,,,,,,,,
410092015240302638100922403024944020,OF,8691216024595,HARIBO HP COLA 200,41455,1,41455,0,41455,4146,0,0,,,,,,,,
410092015240302638100922403024944021,OF,749921001016,TS SWTNR CLAS 50S,70545,1,70545,0,70545,7055,0,0,,,,,,,,
410092015240302638100922403024944022,OF,8992696420472,MILO 3IN1 PCH990,98909,1,98909,0,98909,9891,0,0,,,,,,,,
410092015240302638100922403024944023,OF,5413121355143,BELGIAN WHT100,65818,1,65818,0,65818,6582,0,0,,,,,,,,
410092015240302638100922403024944024,OF,5413121360833,BELGIAN HZL C 100G,65818,1,65818,0,65818,6582,0,0,,,,,,,,
410092015240302638100922403024944025,OF,8999999055738,*BUAVITA ORANGE1,28091,1,28091,0,28091,2809,0,0,,,,,,,,
410092015240302638100922403024944026,OF,8993523101014,KF SARD TMT 425GR,25545,1,25545,0,25545,2555,0,0,,,,,,,,
410092015240302638100922403024944027,OF,8993523101793,KINGS FISHER BANGK,29545,1,29545,0,29545,2955,0,0,,,,,,,,
410092015240302638100922403024944028,OF,8850096830126,BLUE DIAM ALMOND H,77727,1,77727,0,77727,7773,0,0,,,,,,,,
410092015240302638100922403024944029,OF,8850096830102,BLUE DIAM ALMOND H,77727,1,77727,0,77727,7773,0,0,,,,,,,,
410092015240302638100922403024944030,OF,8936036025729,DELFI ORION 12X30,35091,1,35091,0,35091,3509,0,0,,,,,,,,
410092015240302638100922403024944031,OF,8801062638222,LOTTE WHTPEJUMBO,126818,1,126818,0,126818,12682,0,0,,,,,,,,
410092015240302638100922403024944032,OF,4800361291446,NESTLE MILO B C300,50000,1,50000,5909,44091,4409,0,0,,,,,,,,
410092015240302638100922403024944033,OF,8888166989566,MONDE BLSHLL T908,142818,1,142818,3364,139455,13946,0,0,,,,,,,,
410092015240302638100922403024944034,OF,8888166991576,MONDE SER TI600,99727,1,99727,0,99727,9973,0,0,,,,,,,,
410092015240302638100922403024944035,OF,2482005117828,LS WAGON 82L GREEN,250000,1,250000,22818,227182,22718,0,0,,,,,,,,
410092015240302638100922403024944036,OF,8997002056673,CKS PEANUT CCLT280,40364,1,40364,0,40364,4036,0,0,,,,,,,,
410092015240302638100922403024944037,OF,2482005076767,BINGKISAN LB DC D,318091,6,1908545,0,1908545,190855,0,0,,,,,,,,
410092015240302638100922403024944039,OF,8936036021783,DELFI O C PIE 6S,17364,21,364636,0,364636,36464,0,0,,,,,,,,
410092015240302638100922403024944040,OF,8888166603400,KG CREAM CRAC 300G,12273,21,257727,0,257727,25773,0,0,,,,,,,,
410092015240302638100922403024944041,OF,8852756707113,KELLOGS HON CORN55,9182,21,192818,0,192818,19282,0,0,,,,,,,,
410092015240302638100922403024944042,OF,8999999556327,SARIWNG TB 30X1.85,7818,21,164182,0,164182,16418,0,0,,,,,,,,
410092015240302638100922403024944043,OF,8996001603031,ENERGEN VANILLA,23000,21,483000,38182,444818,44482,0,0,,,,,,,,
410092015240302638100922403024944044,OF,8992942120965,KINO N PNPLE TPS,22091,21,463909,141273,322636,32264,0,0,,,,,,,,
410092015240302638100922403024944045,OF,8991001663344,DELFI BAR SHAR10S,14091,21,295909,76364,219545,21955,0,0,,,,,,,,
410092015240302638100922403024944046,OF,8998866201889,KRISBEE PIL STW110,10000,21,210000,0,210000,21000,0,0,,,,,,,,
410092015240302638100922403024944047,OF,8997002059124,NARAYA OAT CHOCO,15727,21,330273,0,330273,33027,0,0,,,,,,,,
410092015240302638100922403024944048,OF,8992933466119,NUTRIJELL P CPN145,11273,21,236727,0,236727,23673,0,0,,,,,,,,
410092015240302638100922403024944049,OF,8991002105423,KAPAL API SPECIAL,15636,21,328364,24818,303545,30355,0,0,,,,,,,,
410092015240302638100922403024944050,OF,9555764000021,VICO200,26636,21,559364,0,559364,55936,0,0,,,,,,,,
410092015240302638100922403024944051,OF,8991102374309,TANGO WFR CHT T315,32636,21,685364,190909,494455,49446,0,0,,,,,,,,
410092015240302638100922403024944052,OF,749921006523,NS BRAZIL 10X11GR,17455,21,366545,0,366545,36655,0,0,,,,,,,,
410092015240302638100922403024944053,OF,8886467100024,PRINGLES C&O107102,25636,21,538364,0,538364,53836,0,0,,,,,,,,
410092015240302638100922403024944054,OF,8998888170118,MARJAN SQ COCO 450,12727,21,267273,66818,200455,20046,0,0,,,,,,,,
410092015240302638100922403024944055,OF,8996001350140,ROMA WFR SPR6x18,7909,21,166091,0,166091,16609,0,0,,,,,,,,
410092015240302638100922403024944056,OF,8996001320136,KOPIKO COFF C105,7818,21,164182,0,164182,16418,0,0,,,,,,,,
410092015240302638100922403024944057,OF,8886001026025,+ASTOR DBLCOK 150G,15000,21,315000,0,315000,31500,0,0,,,,,,,,
410092015240302638100922403024944058,OF,8991002103764,GD CAPP 25GRX10,20636,21,433364,0,433364,43336,0,0,,,,,,,,
410092015240302638100922403024944059,OF,8993414776055,XAVIER CONT 55LT,135455,21,2844545,937364,1907182,190718,0,0,,,,,,,,
410092015240302638100922403024944060,OF,8994907002132,ABC SARD SRDENG155,10455,21,219545,0,219545,21955,0,0,,,,,,,,
410092015240302638100922403024944061,OF,8992726965355,INACO NTA SLSH ORG,18273,21,383727,80182,303545,30355,0,0,,,,,,,,
410092015240302638100922403024944062,OF,089686611649,QTELA BBQ 180 GR,14909,21,313091,0,313091,31309,0,0,,,,,,,,
410092015240302638100922403024944063,OF,8992696404441,BEAR BRAND TIN189,9318,21,195682,15273,180409,18041,0,0,,,,,,,,
